epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,2027.52,0.52726,0.29355,0.94743,0.99562,0.99153,0.99492,0.83802,0.55607,0.27294,0.85053,0.000622615,0.000622615,0.000622615
59,2060.94,0.53247,0.29797,0.94549,0.99153,0.99881,0.99492,0.83845,0.55733,0.2789,0.8512,0.000608468,0.000608468,0.000608468
60,2094.39,0.51498,0.29299,0.94071,0.99592,0.99435,0.99497,0.83126,0.55309,0.27783,0.8411,0.000594321,0.000594321,0.000594321
61,2127.38,0.52597,0.29607,0.94478,0.99562,1,0.995,0.83288,0.54668,0.26316,0.846,0.000580174,0.000580174,0.000580174
62,2161.99,0.52135,0.29558,0.94468,0.99581,0.99718,0.995,0.8435,0.53913,0.26651,0.84608,0.000566027,0.000566027,0.000566027
63,2196.93,0.53094,0.29547,0.94495,0.99443,0.99718,0.995,0.83587,0.57367,0.27418,0.85142,0.00055188,0.00055188,0.00055188
64,2231.54,0.53291,0.2982,0.95092,0.99466,0.99718,0.99497,0.83079,0.56775,0.26908,0.85405,0.000537733,0.000537733,0.000537733
65,2265.35,0.51638,0.28788,0.94166,0.99449,0.99472,0.99497,0.84056,0.54817,0.26424,0.84745,0.000523586,0.000523586,0.000523586
66,2299,0.51966,0.29089,0.94612,0.99123,1,0.99489,0.83477,0.55323,0.27638,0.84293,0.000509438,0.000509438,0.000509438
67,2332.59,0.50752,0.28694,0.93527,0.99255,0.99718,0.995,0.83077,0.56251,0.26484,0.85155,0.000495291,0.000495291,0.000495291
68,2366.61,0.51839,0.28803,0.94791,0.99581,0.99435,0.99497,0.84317,0.5575,0.26485,0.84511,0.000481144,0.000481144,0.000481144
69,2399.24,0.50018,0.28137,0.93615,0.99416,0.99887,0.995,0.82963,0.55921,0.27005,0.84867,0.000466997,0.000466997,0.000466997
70,2432.89,0.50753,0.28578,0.9441,0.9964,0.99718,0.995,0.84226,0.53436,0.26307,0.84059,0.00045285,0.00045285,0.00045285
71,2467.43,0.49337,0.28326,0.93134,0.99149,0.99996,0.995,0.84354,0.53845,0.25861,0.8397,0.000438703,0.000438703,0.000438703
72,2502.55,0.50192,0.2781,0.93736,0.99277,0.99718,0.99497,0.83955,0.55742,0.26041,0.84401,0.000424556,0.000424556,0.000424556
73,2537.47,0.50184,0.28173,0.93944,0.99434,0.99595,0.99489,0.84673,0.53027,0.25578,0.8431,0.000410409,0.000410409,0.000410409
74,2574.88,0.49525,0.283,0.93182,0.99263,0.99718,0.995,0.84471,0.54705,0.2547,0.83797,0.000396262,0.000396262,0.000396262
75,2614.5,0.49206,0.27773,0.93047,0.98544,0.99916,0.99212,0.84304,0.53913,0.2659,0.83898,0.000382115,0.000382115,0.000382115
76,2654.22,0.50087,0.27563,0.93081,0.99476,0.99405,0.995,0.83693,0.54595,0.2621,0.83697,0.000367967,0.000367967,0.000367967
77,2691.83,0.48882,0.27794,0.93109,0.99358,0.99785,0.99494,0.8492,0.53948,0.25351,0.83807,0.00035382,0.00035382,0.00035382
78,2727.7,0.50262,0.28006,0.93384,0.992,0.99866,0.99492,0.8386,0.54809,0.2565,0.83638,0.000339673,0.000339673,0.000339673
79,2764.82,0.49192,0.27718,0.93214,0.99825,0.98994,0.995,0.84693,0.54987,0.25906,0.84177,0.000325526,0.000325526,0.000325526
80,2800.51,0.495,0.27719,0.93544,0.99159,0.99931,0.995,0.85198,0.53945,0.25522,0.8405,0.000311379,0.000311379,0.000311379
81,2835.69,0.4833,0.27095,0.93401,0.99052,0.99718,0.995,0.85208,0.53296,0.24984,0.83776,0.000297232,0.000297232,0.000297232
82,2871.04,0.4965,0.27945,0.93974,0.99035,0.99718,0.99492,0.82794,0.56919,0.26212,0.84245,0.000283085,0.000283085,0.000283085
83,2904.83,0.47938,0.26874,0.9295,0.99608,0.98864,0.99494,0.85468,0.53622,0.25537,0.83761,0.000268938,0.000268938,0.000268938
84,2939.65,0.48549,0.27352,0.93096,0.991,0.99718,0.995,0.84557,0.52859,0.25381,0.83476,0.000254791,0.000254791,0.000254791
85,2975.27,0.47939,0.26778,0.92538,0.99465,0.99033,0.99483,0.84825,0.52217,0.25771,0.82974,0.000240644,0.000240644,0.000240644
86,3010.57,0.48304,0.27143,0.93162,0.99725,0.99,0.99494,0.85103,0.52901,0.25331,0.83244,0.000226497,0.000226497,0.000226497
87,3046.39,0.47691,0.2692,0.92919,0.99407,0.99153,0.99492,0.85058,0.53898,0.25845,0.83642,0.000212349,0.000212349,0.000212349
88,3082.17,0.47257,0.26529,0.92567,0.99527,0.99561,0.995,0.8531,0.53392,0.24761,0.83384,0.000198202,0.000198202,0.000198202
89,3116.95,0.47753,0.26368,0.92966,0.99374,0.99718,0.99492,0.845,0.54663,0.25215,0.83911,0.000184055,0.000184055,0.000184055
90,3153.36,0.47826,0.26565,0.92489,0.99171,0.99718,0.99497,0.84542,0.54671,0.24991,0.83903,0.000169908,0.000169908,0.000169908
91,3226.77,0.45034,0.24077,0.90381,0.98713,0.99718,0.99452,0.83491,0.55317,0.26204,0.8408,0.000155761,0.000155761,0.000155761
92,3260.99,0.44819,0.23702,0.89944,0.98756,0.99652,0.99434,0.84033,0.55829,0.26163,0.8405,0.000141614,0.000141614,0.000141614
93,3295.34,0.4402,0.23008,0.89225,0.98743,0.99231,0.99476,0.84095,0.55063,0.25773,0.83847,0.000127467,0.000127467,0.000127467
94,3328.28,0.43279,0.23172,0.89334,0.98816,0.99301,0.99486,0.85237,0.5527,0.26016,0.83886,0.00011332,0.00011332,0.00011332
95,3362.42,0.43208,0.23074,0.88493,0.9862,0.99435,0.99483,0.84726,0.53892,0.25891,0.83505,9.91726e-05,9.91726e-05,9.91726e-05
96,3396.92,0.43123,0.23142,0.89045,0.98941,0.99367,0.99489,0.84057,0.54619,0.25641,0.83859,8.50255e-05,8.50255e-05,8.50255e-05
97,3431.78,0.4232,0.22361,0.89022,0.99337,0.99305,0.99489,0.84495,0.54342,0.25719,0.83721,7.08784e-05,7.08784e-05,7.08784e-05
98,3466.2,0.42707,0.22408,0.88587,0.99444,0.99153,0.99492,0.84741,0.54271,0.25567,0.8376,5.67313e-05,5.67313e-05,5.67313e-05
99,3501.32,0.41587,0.21994,0.88213,0.99665,0.99153,0.99489,0.84495,0.54565,0.25339,0.8375,4.25842e-05,4.25842e-05,4.25842e-05
100,3535.58,0.4191,0.22473,0.89186,0.99619,0.99153,0.99489,0.84558,0.54234,0.25231,0.83609,2.84371e-05,2.84371e-05,2.84371e-05
