epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,994.807,0.66026,0.40237,1.0979,0.99533,1,0.995,0.81956,0.64969,0.31938,0.96495,0.000636762,0.000636762,0.000636762
58,1013.43,0.66682,0.40115,1.09865,0.99476,1,0.995,0.81545,0.66524,0.33333,0.9734,0.000622615,0.000622615,0.000622615
59,1032.01,0.66974,0.40541,1.10287,0.99816,1,0.995,0.79987,0.67222,0.32305,0.97676,0.000608468,0.000608468,0.000608468
60,1050.55,0.6629,0.40044,1.09677,0.99638,1,0.995,0.80825,0.6899,0.34085,1.0049,0.000594321,0.000594321,0.000594321
61,1069.01,0.6403,0.38737,1.0956,0.99717,1,0.995,0.80652,0.68019,0.33295,0.97325,0.000580174,0.000580174,0.000580174
62,1087.77,0.64593,0.38854,1.0986,0.99752,1,0.995,0.80133,0.69888,0.32485,0.97963,0.000566027,0.000566027,0.000566027
63,1105.54,0.64143,0.38187,1.09117,0.99559,1,0.995,0.80049,0.69986,0.35813,0.99981,0.00055188,0.00055188,0.00055188
64,1123.85,0.64399,0.39219,1.10299,0.99794,1,0.995,0.79558,0.67844,0.30515,0.95883,0.000537733,0.000537733,0.000537733
65,1141.06,0.66259,0.39095,1.10187,0.99747,1,0.995,0.82967,0.6524,0.31313,0.979,0.000523586,0.000523586,0.000523586
66,1158.36,0.6443,0.39216,1.08405,0.99101,0.99573,0.99484,0.82403,0.64694,0.32265,0.95359,0.000509438,0.000509438,0.000509438
67,1176.27,0.63453,0.38383,1.08033,0.99802,1,0.995,0.81594,0.64823,0.3159,0.96728,0.000495291,0.000495291,0.000495291
68,1193.72,0.62876,0.38391,1.08366,0.99817,1,0.995,0.82961,0.63293,0.30497,0.95348,0.000481144,0.000481144,0.000481144
69,1210.86,0.63878,0.38672,1.08648,0.99765,1,0.995,0.83205,0.63409,0.31258,0.94653,0.000466997,0.000466997,0.000466997
70,1228.87,0.62434,0.37898,1.07893,0.9975,1,0.995,0.83684,0.63499,0.29799,0.93937,0.00045285,0.00045285,0.00045285
71,1246.28,0.61772,0.37156,1.08117,0.99817,1,0.995,0.82544,0.68141,0.31431,0.99125,0.000438703,0.000438703,0.000438703
72,1264.32,0.61777,0.3734,1.07274,0.99785,1,0.995,0.83161,0.64009,0.31274,0.93888,0.000424556,0.000424556,0.000424556
73,1283.04,0.62621,0.37567,1.08796,0.99768,1,0.995,0.81862,0.66301,0.32508,0.96594,0.000410409,0.000410409,0.000410409
74,1300.56,0.62014,0.37132,1.07992,0.99756,1,0.995,0.82218,0.65625,0.30847,0.94354,0.000396262,0.000396262,0.000396262
75,1319.27,0.60752,0.36806,1.06117,0.99811,1,0.995,0.8254,0.62841,0.30839,0.92582,0.000382115,0.000382115,0.000382115
76,1337.64,0.6205,0.3752,1.08436,0.99779,1,0.995,0.79711,0.70439,0.31415,0.98222,0.000367967,0.000367967,0.000367967
77,1355.23,0.60838,0.36658,1.06317,0.99767,1,0.995,0.82238,0.66815,0.30107,0.96181,0.00035382,0.00035382,0.00035382
78,1372.72,0.59973,0.36134,1.06301,0.99791,1,0.995,0.80765,0.68875,0.31322,0.99033,0.000339673,0.000339673,0.000339673
79,1389.8,0.60576,0.36158,1.06902,0.99835,1,0.995,0.82384,0.66023,0.30195,0.96875,0.000325526,0.000325526,0.000325526
80,1407.53,0.59554,0.36413,1.0664,0.99775,1,0.995,0.81473,0.66038,0.29808,0.95023,0.000311379,0.000311379,0.000311379
81,1425.42,0.59884,0.36252,1.06642,0.99763,1,0.995,0.80366,0.66048,0.29593,0.95752,0.000297232,0.000297232,0.000297232
82,1443.12,0.59253,0.35873,1.06071,0.99741,1,0.995,0.81375,0.6612,0.29687,0.96196,0.000283085,0.000283085,0.000283085
83,1460.77,0.59133,0.35897,1.06018,0.99753,1,0.995,0.81443,0.653,0.30938,0.95023,0.000268938,0.000268938,0.000268938
84,1478.22,0.58667,0.35165,1.05798,0.99753,1,0.995,0.82016,0.66473,0.31048,0.95913,0.000254791,0.000254791,0.000254791
85,1495.92,0.58727,0.35314,1.05146,0.99784,1,0.995,0.83104,0.63085,0.29354,0.93978,0.000240644,0.000240644,0.000240644
86,1513.76,0.58884,0.35728,1.0616,0.99789,1,0.995,0.8304,0.63118,0.2977,0.9441,0.000226497,0.000226497,0.000226497
87,1531.31,0.59117,0.35063,1.0605,0.99779,1,0.995,0.82529,0.62645,0.29424,0.93585,0.000212349,0.000212349,0.000212349
88,1548.69,0.58079,0.34585,1.05355,0.99788,1,0.995,0.82554,0.61729,0.27997,0.93544,0.000198202,0.000198202,0.000198202
89,1566.76,0.57844,0.34378,1.04485,0.99768,1,0.995,0.82933,0.62108,0.28575,0.93057,0.000184055,0.000184055,0.000184055
90,1584.54,0.5751,0.339,1.04743,0.99757,1,0.995,0.82535,0.62197,0.28134,0.94712,0.000169908,0.000169908,0.000169908
91,1638.9,0.58577,0.33889,1.08275,0.99686,1,0.995,0.81845,0.61547,0.29122,0.93788,0.000155761,0.000155761,0.000155761
92,1655.51,0.58329,0.33594,1.08181,0.9976,1,0.995,0.81068,0.64095,0.29157,0.948,0.000141614,0.000141614,0.000141614
93,1672.4,0.56792,0.32984,1.07158,0.99722,1,0.995,0.81888,0.6185,0.28883,0.92626,0.000127467,0.000127467,0.000127467
94,1689.84,0.55776,0.31959,1.06834,0.9976,1,0.995,0.82015,0.61489,0.28535,0.92761,0.00011332,0.00011332,0.00011332
95,1707.47,0.55069,0.31416,1.06026,0.99785,1,0.995,0.81743,0.62793,0.28607,0.93512,9.91726e-05,9.91726e-05,9.91726e-05
96,1724.8,0.55599,0.31641,1.05407,0.99764,1,0.995,0.81648,0.6253,0.28286,0.93126,8.50255e-05,8.50255e-05,8.50255e-05
97,1741.98,0.55048,0.31318,1.05,0.99757,1,0.995,0.82418,0.61385,0.27528,0.9223,7.08784e-05,7.08784e-05,7.08784e-05
98,1759.39,0.54813,0.31158,1.05818,0.99759,1,0.995,0.83044,0.60728,0.27368,0.91913,5.67313e-05,5.67313e-05,5.67313e-05
99,1776.87,0.54055,0.30488,1.04076,0.99774,1,0.995,0.82479,0.61073,0.27502,0.91992,4.25842e-05,4.25842e-05,4.25842e-05
100,1793.98,0.54532,0.3134,1.06178,0.99782,1,0.995,0.82507,0.61638,0.27886,0.92408,2.84371e-05,2.84371e-05,2.84371e-05
