epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,1333.21,0.71938,0.42602,1.0441,0.9822,0.99302,0.99357,0.78087,0.67929,0.41037,0.92538,0.00124509,0.00124509,0.00124509
15,1367.21,0.72698,0.4283,1.05298,0.9876,0.99483,0.99391,0.80636,0.64863,0.36317,0.89935,0.00123094,0.00123094,0.00123094
16,1401.63,0.70919,0.41905,1.04032,0.97171,0.98817,0.99351,0.82632,0.6577,0.39346,0.91257,0.00121679,0.00121679,0.00121679
17,1436.44,0.6984,0.40761,1.03017,0.97875,0.99742,0.99445,0.81043,0.62634,0.36752,0.88647,0.00120265,0.00120265,0.00120265
18,1470.22,0.69808,0.40702,1.0301,0.98176,0.99742,0.99346,0.79377,0.65833,0.38321,0.89222,0.0011885,0.0011885,0.0011885
19,1505.52,0.69789,0.40684,1.03558,0.98684,0.99742,0.99379,0.79382,0.65535,0.36789,0.90329,0.00117435,0.00117435,0.00117435
20,1540.51,0.6802,0.40037,1.02898,0.98488,0.99483,0.99316,0.81219,0.62938,0.35921,0.88637,0.00116021,0.00116021,0.00116021
21,1574.97,0.68142,0.4027,1.02333,0.98826,0.99483,0.99388,0.81958,0.60916,0.35125,0.88247,0.00114606,0.00114606,0.00114606
22,1609.38,0.68256,0.40459,1.0308,0.98515,0.99483,0.99414,0.80768,0.63668,0.34852,0.88671,0.00113191,0.00113191,0.00113191
23,1644.31,0.67874,0.39902,1.02196,0.98946,0.99283,0.99389,0.80567,0.63504,0.35664,0.88659,0.00111776,0.00111776,0.00111776
24,1678.06,0.68601,0.40089,1.02024,0.98253,0.99669,0.99347,0.80339,0.62617,0.38365,0.87946,0.00110362,0.00110362,0.00110362
25,1712.77,0.65889,0.38996,1.01667,0.99195,0.99093,0.99356,0.81489,0.60722,0.3459,0.87321,0.00108947,0.00108947,0.00108947
26,1747.26,0.66362,0.39115,1.01422,0.99139,0.98966,0.99409,0.80762,0.62157,0.35431,0.89429,0.00107532,0.00107532,0.00107532
27,1781.54,0.66493,0.38644,1.0167,0.98633,0.99483,0.99418,0.81669,0.61816,0.34565,0.89206,0.00106118,0.00106118,0.00106118
28,1818.57,0.65465,0.38612,1.01718,0.99333,0.98966,0.99349,0.80794,0.62626,0.35819,0.88522,0.00104703,0.00104703,0.00104703
29,1852.94,0.65768,0.38613,1.00751,0.97027,0.99742,0.99175,0.8128,0.61487,0.35867,0.8741,0.00103288,0.00103288,0.00103288
30,1887.96,0.66417,0.38653,1.01186,0.98641,0.99483,0.99297,0.82282,0.60535,0.33099,0.86869,0.00101873,0.00101873,0.00101873
31,1921.56,0.65733,0.38439,1.00903,0.98287,0.99483,0.99264,0.82299,0.58632,0.34123,0.85716,0.00100459,0.00100459,0.00100459
32,1955.55,0.65152,0.38142,1.00759,0.98227,0.99742,0.99425,0.82215,0.63579,0.35031,0.87725,0.00099044,0.00099044,0.00099044
33,1989.26,0.6343,0.3696,1.00022,0.98472,0.99112,0.99385,0.79045,0.62146,0.36288,0.88061,0.000976293,0.000976293,0.000976293
34,2023.87,0.63854,0.37329,0.99951,0.98477,0.99283,0.99345,0.82398,0.59984,0.32941,0.87812,0.000962146,0.000962146,0.000962146
35,2058.24,0.62858,0.37032,1.00278,0.99307,0.98966,0.99433,0.82883,0.59883,0.33902,0.87515,0.000947999,0.000947999,0.000947999
36,2092.71,0.65036,0.37256,1.00676,0.98268,0.99722,0.99409,0.83962,0.57569,0.32245,0.86139,0.000933851,0.000933851,0.000933851
37,2127.08,0.63683,0.36908,1.008,0.98055,0.99483,0.99417,0.82426,0.56385,0.33352,0.85455,0.000919704,0.000919704,0.000919704
38,2161.56,0.62553,0.35998,0.98926,0.98607,0.99483,0.99419,0.83031,0.558,0.31406,0.8484,0.000905557,0.000905557,0.000905557
39,2196.23,0.62404,0.36246,0.99359,0.98519,0.99512,0.99395,0.82885,0.56768,0.32977,0.84808,0.00089141,0.00089141,0.00089141
40,2230.5,0.62325,0.35619,0.98863,0.99159,0.99225,0.99449,0.81649,0.59543,0.32755,0.8665,0.000877263,0.000877263,0.000877263
41,2264.45,0.61952,0.36161,0.99919,0.98627,0.99483,0.99438,0.83004,0.56553,0.31057,0.84883,0.000863116,0.000863116,0.000863116
42,2298.29,0.61986,0.35474,0.98874,0.9921,0.99483,0.99428,0.81351,0.59931,0.32641,0.87676,0.000848969,0.000848969,0.000848969
43,2332.07,0.618,0.36156,0.99317,0.98555,0.99483,0.99347,0.80523,0.5922,0.32093,0.8608,0.000834822,0.000834822,0.000834822
44,2366.43,0.61245,0.3531,0.99536,0.9888,0.99483,0.99399,0.80788,0.60895,0.34497,0.87579,0.000820675,0.000820675,0.000820675
45,2401.53,0.6063,0.35129,0.9823,0.9925,0.99483,0.99417,0.81856,0.58327,0.34024,0.8642,0.000806528,0.000806528,0.000806528
46,2435.47,0.60585,0.34974,0.98566,0.98339,0.99483,0.99456,0.82368,0.57679,0.3198,0.86423,0.00079238,0.00079238,0.00079238
47,2469.73,0.60048,0.34861,0.98465,0.98426,0.99044,0.99389,0.81801,0.60406,0.33199,0.86606,0.000778233,0.000778233,0.000778233
48,2503.5,0.60664,0.35001,0.98867,0.98912,0.99275,0.99409,0.82921,0.57978,0.32585,0.86575,0.000764086,0.000764086,0.000764086
49,2537.67,0.61194,0.35245,0.984,0.98725,0.99483,0.99385,0.80848,0.5754,0.30932,0.85638,0.000749939,0.000749939,0.000749939
50,2571.65,0.60073,0.34926,0.98669,0.98697,0.99225,0.99399,0.82661,0.59103,0.322,0.86109,0.000735792,0.000735792,0.000735792
51,2606.16,0.6054,0.35214,0.98991,0.98983,0.99225,0.99443,0.83082,0.56291,0.3131,0.85236,0.000721645,0.000721645,0.000721645
52,2640.54,0.59886,0.34567,0.98209,0.98815,0.99483,0.9942,0.79776,0.59049,0.32025,0.864,0.000707498,0.000707498,0.000707498
53,2675.12,0.61061,0.34618,0.992,0.98966,0.99356,0.99425,0.83253,0.58787,0.31028,0.85903,0.000693351,0.000693351,0.000693351
54,2708.63,0.59999,0.3437,0.97956,0.99034,0.99225,0.99448,0.82508,0.57749,0.31176,0.85025,0.000679204,0.000679204,0.000679204
55,2742.47,0.5968,0.33903,0.98421,0.99205,0.99364,0.99435,0.82778,0.58388,0.30995,0.85651,0.000665057,0.000665057,0.000665057
56,2776.76,0.58114,0.33559,0.97302,0.99147,0.99225,0.9943,0.84788,0.54211,0.30557,0.83709,0.000650909,0.000650909,0.000650909
57,2810.84,0.5846,0.33646,0.97307,0.98971,0.99394,0.99386,0.81266,0.58235,0.30588,0.85404,0.000636762,0.000636762,0.000636762
58,2845.07,0.5786,0.33196,0.9774,0.99279,0.98966,0.99404,0.82822,0.57902,0.30938,0.86507,0.000622615,0.000622615,0.000622615
59,2879.66,0.56701,0.32885,0.97008,0.99397,0.99082,0.99417,0.83181,0.54843,0.30194,0.83963,0.000608468,0.000608468,0.000608468
60,2914.7,0.56907,0.33158,0.96542,0.98436,0.99225,0.99429,0.83806,0.56134,0.30806,0.8506,0.000594321,0.000594321,0.000594321
61,2949.37,0.57552,0.3279,0.96959,0.99208,0.99297,0.99451,0.84774,0.54296,0.29838,0.84022,0.000580174,0.000580174,0.000580174
62,2984.38,0.57087,0.32888,0.967,0.9907,0.99102,0.99413,0.83925,0.54653,0.29766,0.83862,0.000566027,0.000566027,0.000566027
63,3018.84,0.57159,0.33145,0.96627,0.98679,0.99225,0.99409,0.83989,0.55259,0.3131,0.8411,0.00055188,0.00055188,0.00055188
64,3053.38,0.56056,0.32028,0.96915,0.98585,0.99225,0.99417,0.83492,0.55373,0.29832,0.84095,0.000537733,0.000537733,0.000537733
65,3087.54,0.56161,0.31773,0.96451,0.99136,0.99166,0.99436,0.83115,0.54596,0.30822,0.84054,0.000523586,0.000523586,0.000523586
66,3122.01,0.56519,0.32328,0.96537,0.9917,0.99454,0.99446,0.82408,0.58523,0.29432,0.85503,0.000509438,0.000509438,0.000509438
67,3156.66,0.55753,0.325,0.96319,0.97753,0.9956,0.99429,0.84942,0.55103,0.30302,0.84273,0.000495291,0.000495291,0.000495291
68,3190.9,0.56125,0.31757,0.96816,0.98649,0.99414,0.9943,0.84861,0.54983,0.29233,0.83684,0.000481144,0.000481144,0.000481144
69,3225.85,0.54117,0.30867,0.9575,0.98471,0.99225,0.99415,0.83067,0.55687,0.29558,0.84943,0.000466997,0.000466997,0.000466997
70,3259.52,0.55771,0.31737,0.96727,0.99025,0.99238,0.99438,0.85455,0.53169,0.293,0.83271,0.00045285,0.00045285,0.00045285
71,3293.83,0.5487,0.31611,0.95941,0.98838,0.99225,0.99417,0.83299,0.5722,0.29336,0.8487,0.000438703,0.000438703,0.000438703
72,3328.56,0.54842,0.30882,0.95715,0.98695,0.99483,0.99429,0.84552,0.54269,0.28955,0.83814,0.000424556,0.000424556,0.000424556
73,3362.78,0.5409,0.30702,0.95561,0.9891,0.99363,0.9943,0.84232,0.55806,0.28854,0.84227,0.000410409,0.000410409,0.000410409
74,3396.92,0.54053,0.30686,0.95694,0.99172,0.99359,0.99438,0.82998,0.5626,0.28561,0.84943,0.000396262,0.000396262,0.000396262
75,3431.19,0.53056,0.30284,0.95094,0.99106,0.99483,0.99438,0.84237,0.55277,0.28428,0.85034,0.000382115,0.000382115,0.000382115
76,3465.44,0.53474,0.30379,0.94227,0.99049,0.99483,0.99412,0.84424,0.54682,0.28159,0.83992,0.000367967,0.000367967,0.000367967
77,3499.47,0.54224,0.31353,0.95799,0.9875,0.99483,0.99411,0.84874,0.54669,0.28691,0.84087,0.00035382,0.00035382,0.00035382
78,3533.77,0.53743,0.30657,0.95273,0.99326,0.99225,0.99425,0.85508,0.53595,0.28054,0.83614,0.000339673,0.000339673,0.000339673
79,3567.49,0.52882,0.30224,0.95027,0.99229,0.99225,0.99417,0.84684,0.54206,0.27819,0.8415,0.000325526,0.000325526,0.000325526
80,3600.72,0.5298,0.30325,0.95476,0.9943,0.99164,0.99433,0.85363,0.53605,0.27596,0.83648,0.000311379,0.000311379,0.000311379
81,3633.41,0.52908,0.30247,0.95446,0.9891,0.99483,0.99438,0.84857,0.53399,0.27451,0.83426,0.000297232,0.000297232,0.000297232
82,3666.82,0.53476,0.30399,0.95938,0.98775,0.99483,0.9943,0.84244,0.54632,0.27845,0.83471,0.000283085,0.000283085,0.000283085
83,3700.01,0.52115,0.29901,0.94927,0.99055,0.99483,0.9944,0.84377,0.53872,0.27642,0.83612,0.000268938,0.000268938,0.000268938
84,3733.3,0.52011,0.2969,0.94474,0.99005,0.99483,0.99419,0.83681,0.55189,0.2825,0.83679,0.000254791,0.000254791,0.000254791
85,3766.7,0.51871,0.29594,0.94545,0.98964,0.99483,0.99435,0.84858,0.53219,0.27413,0.83368,0.000240644,0.000240644,0.000240644
86,3800.42,0.51785,0.30062,0.95011,0.98867,0.99483,0.99448,0.84348,0.53021,0.2769,0.82938,0.000226497,0.000226497,0.000226497
87,3833.14,0.51407,0.29541,0.94486,0.9893,0.99483,0.99443,0.84905,0.53167,0.27728,0.82686,0.000212349,0.000212349,0.000212349
88,3866.51,0.51715,0.29526,0.94574,0.98995,0.99483,0.99448,0.84197,0.53414,0.27435,0.83307,0.000198202,0.000198202,0.000198202
89,3900.35,0.5101,0.28712,0.9453,0.99272,0.993,0.99414,0.85073,0.53063,0.27063,0.83024,0.000184055,0.000184055,0.000184055
90,3933.82,0.50677,0.28793,0.94039,0.98552,0.99483,0.99438,0.84526,0.53577,0.27529,0.83308,0.000169908,0.000169908,0.000169908
91,3990.75,0.49654,0.27137,0.9217,0.98449,0.99483,0.99449,0.83823,0.55197,0.28278,0.83501,0.000155761,0.000155761,0.000155761
92,4022.97,0.47676,0.26262,0.91726,0.99241,0.99467,0.99448,0.83967,0.53909,0.27271,0.83109,0.000141614,0.000141614,0.000141614
93,4056.43,0.47405,0.25682,0.90842,0.98953,0.99483,0.99438,0.83504,0.54001,0.27257,0.83077,0.000127467,0.000127467,0.000127467
94,4088.9,0.46979,0.25376,0.91756,0.98931,0.99483,0.99429,0.84632,0.53431,0.27198,0.82766,0.00011332,0.00011332,0.00011332
95,4121.42,0.46505,0.25426,0.91299,0.99179,0.99483,0.99433,0.83297,0.53698,0.26793,0.82897,9.91726e-05,9.91726e-05,9.91726e-05
96,4154.95,0.46787,0.25365,0.90989,0.98866,0.99483,0.9943,0.84418,0.53438,0.2688,0.82762,8.50255e-05,8.50255e-05,8.50255e-05
97,4188.42,0.46238,0.25067,0.90277,0.98945,0.99483,0.99438,0.85183,0.53083,0.26483,0.82512,7.08784e-05,7.08784e-05,7.08784e-05
98,4220.87,0.45439,0.24931,0.90809,0.99013,0.99483,0.99441,0.84942,0.53498,0.27085,0.828,5.67313e-05,5.67313e-05,5.67313e-05
99,4253.86,0.45221,0.24745,0.90086,0.98945,0.99483,0.99441,0.84409,0.53599,0.26708,0.82954,4.25842e-05,4.25842e-05,4.25842e-05
100,4287.3,0.45007,0.24754,0.90485,0.98964,0.99483,0.9944,0.84578,0.53443,0.26683,0.82769,2.84371e-05,2.84371e-05,2.84371e-05
