epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,7086.02,1.02867,0.53963,1.04339,0.99777,1,0.995,0.75392,0.7941,0.39403,0.92857,0.0006536,0.0006536,0.0006536
70,7187.16,1.01056,0.51405,1.02712,0.99707,1,0.995,0.76029,0.78684,0.39941,0.93235,0.0006338,0.0006338,0.0006338
71,7292.11,1.02218,0.51276,1.0442,0.99739,1,0.995,0.73826,0.78087,0.38044,0.92869,0.000614,0.000614,0.000614
72,7396.18,0.96596,0.49457,1.026,0.99735,1,0.995,0.73172,0.76851,0.38133,0.92662,0.0005942,0.0005942,0.0005942
73,7499.17,1.05804,0.52096,1.05087,0.99647,1,0.995,0.74395,0.81798,0.38005,0.93991,0.0005744,0.0005744,0.0005744
74,7601.01,0.95788,0.49558,1.0091,0.99627,1,0.995,0.74265,0.86232,0.38404,0.94277,0.0005546,0.0005546,0.0005546
75,7703.83,1.05221,0.51234,1.04054,0.99643,1,0.995,0.72734,0.83193,0.39815,0.96007,0.0005348,0.0005348,0.0005348
76,7807.26,0.96397,0.5028,1.01801,0.99664,1,0.995,0.75125,0.8116,0.38744,0.95121,0.000515,0.000515,0.000515
77,7908.74,1.01829,0.50409,1.03922,0.9968,1,0.995,0.74381,0.86418,0.3817,0.9554,0.0004952,0.0004952,0.0004952
78,8012.9,0.96356,0.47342,1.0009,0.99674,1,0.995,0.74422,0.83018,0.40825,0.96162,0.0004754,0.0004754,0.0004754
79,8115.32,0.94823,0.48253,1.02007,0.99739,1,0.995,0.78119,0.80086,0.39749,0.93931,0.0004556,0.0004556,0.0004556
80,8217.99,0.96981,0.507,1.01079,0.99772,1,0.995,0.7758,0.74933,0.38732,0.92933,0.0004358,0.0004358,0.0004358
81,8319.14,0.9997,0.48833,1.01358,0.99806,1,0.995,0.80394,0.8165,0.3834,0.93041,0.000416,0.000416,0.000416
82,8420.32,0.96898,0.47702,0.99951,0.99792,1,0.995,0.76606,0.81751,0.39648,0.95029,0.0003962,0.0003962,0.0003962
83,8521.43,0.93547,0.47123,1.00753,0.99803,1,0.995,0.76175,0.76836,0.39551,0.93855,0.0003764,0.0003764,0.0003764
84,8622.54,0.99513,0.485,1.0357,0.99804,1,0.995,0.75899,0.78341,0.38171,0.95119,0.0003566,0.0003566,0.0003566
85,8724.59,0.92814,0.47561,1.00213,0.99811,1,0.995,0.75804,0.78691,0.39839,0.93518,0.0003368,0.0003368,0.0003368
86,8835.81,0.90006,0.47665,0.99909,0.99803,1,0.995,0.73184,0.84233,0.36957,0.95858,0.000317,0.000317,0.000317
87,8938.55,0.92147,0.45757,1.00744,0.99814,1,0.995,0.75701,0.8067,0.39724,0.92732,0.0002972,0.0002972,0.0002972
88,9039.6,0.94283,0.47746,1.00906,0.99804,1,0.995,0.73456,0.81426,0.37698,0.93714,0.0002774,0.0002774,0.0002774
89,9142.94,0.99376,0.49381,1.022,0.99807,1,0.995,0.74401,0.81596,0.36316,0.93791,0.0002576,0.0002576,0.0002576
90,9246.15,0.94001,0.4711,0.99481,0.99809,1,0.995,0.75568,0.75555,0.34847,0.92312,0.0002378,0.0002378,0.0002378
91,9347.8,0.92486,0.46276,1.00611,0.99755,1,0.995,0.72456,0.79847,0.34971,0.94323,0.000218,0.000218,0.000218
92,9446.6,0.91078,0.46075,1.00125,0.99767,1,0.995,0.7348,0.84947,0.37993,0.93431,0.0001982,0.0001982,0.0001982
93,9536.99,0.92538,0.48166,1.00542,0.99669,1,0.995,0.7215,0.77465,0.35983,0.93805,0.0001784,0.0001784,0.0001784
94,9636.64,0.92911,0.46271,1.02029,0.99694,1,0.995,0.7485,0.72748,0.35426,0.91996,0.0001586,0.0001586,0.0001586
95,9737.44,0.86645,0.45004,0.99571,0.99759,1,0.995,0.74645,0.75571,0.36392,0.91791,0.0001388,0.0001388,0.0001388
96,9837.53,0.91375,0.45635,1.0208,0.99751,1,0.995,0.74296,0.76111,0.35567,0.92944,0.000119,0.000119,0.000119
97,9937.65,0.86551,0.45721,0.99367,0.99741,1,0.995,0.73301,0.74195,0.35693,0.93105,9.92e-05,9.92e-05,9.92e-05
98,10037.6,0.86522,0.45577,0.98127,0.99742,1,0.995,0.76871,0.72127,0.35002,0.91743,7.94e-05,7.94e-05,7.94e-05
99,10140.3,0.83388,0.41917,0.98482,0.99736,1,0.995,0.75313,0.71267,0.35259,0.91856,5.96e-05,5.96e-05,5.96e-05
100,10241,0.86599,0.42383,0.9939,0.99703,1,0.995,0.75137,0.72458,0.35816,0.92484,3.98e-05,3.98e-05,3.98e-05
